label,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20
A,0.0,0.0,-0.43893593660919517,-0.23552660013176324,-0.7386970640496211,-0.6316395185351833,-0.8457546095640589,-1.0170466823871596,-0.8992833823212779,-1.3275135643790292,-0.5781107457779643,-0.9528121550784968,-0.5781107457779643,-1.1562214915559286,-0.4710532002635265,-0.8564603641155027,-0.4068186729548638,-0.6102280094322957,-0.2676438637860946,-0.9635179096299405,-0.28905537288898214,-1.18833875521026,-0.23552660013176324,-0.8136373459097276,-0.2141150910288757,-0.5781107457779643,0.02141150910288757,-0.9314006459756092,-0.010705754551443784,-1.134809982453041,-0.02141150910288757,-0.7601085731525087,-0.04282301820577514,-0.5352877275721892,0.28905537288898214,-0.8457546095640589,0.24623235468320703,-1.0170466823871596,0.1927035819259881,-0.7601085731525087,0.16058631827165676,-0.5995222548808519
A,0.0,0.0,-0.4144014675014546,-0.2443906090393194,-0.7119204698101913,-0.6375407192330071,-0.8181772563490258,-1.0306908294266948,-0.89255700692621,-1.3282098317354314,-0.5525352900019395,-0.9669367575033941,-0.5737866473097064,-1.179450330581063,-0.4675298607708719,-0.8606799709645596,-0.40377578884757115,-0.6162893619252402,-0.25501628769320284,-0.9669367575033941,-0.27626764500096973,-1.2113273665427136,-0.2231392517315525,-0.8181772563490258,-0.20188789442378557,-0.5844123259635898,0.031877035961650355,-0.9350597215417438,0.0,-1.1369476159655294,-0.010625678653883452,-0.7544231844257251,-0.031877035961650355,-0.541909611348056,0.2975190023087367,-0.8500542923106762,0.2656419663470863,-1.0306908294266948,0.21251357307766905,-0.775674541733492,0.17001085846213523,-0.6269150405791236
A,0.0,0.0,-0.45480548591542047,-0.23823144500331547,-0.7688378452379727,-0.6388934206907096,-0.8879535677396304,-1.0287266943324986,-0.9312683759220515,-1.3427590536550509,-0.6172360165994992,-0.9529257800132619,-0.6280647186451045,-1.2019859270621827,-0.5089489961434467,-0.8987822697852357,-0.43314808182420994,-0.6497221227363149,-0.303203657276947,-0.9529257800132619,-0.32486106136815746,-1.212814629107788,-0.259888849094526,-0.8229813554659989,-0.22740274295771024,-0.5847499104626834,-0.01082870204560525,-0.9312683759220515,-0.03248610613681575,-1.1586711188797616,-0.03248610613681575,-0.7688378452379727,-0.05414351022802624,-0.5414351022802625,0.259888849094526,-0.8554674616028147,0.22740274295771024,-1.0503840984237092,0.1949166368208945,-0.7904952493291831,0.16243053068407873,-0.6388934206907096
A,0.0,0.0,-0.47500996162007214,-0.23750498081003607,-0.784799067024467,-0.6299045143222696,-0.8880621021592653,-0.970672530267104,-0.9809988337805837,-1.2598090286445391,-0.5369677827009511,-0.9500199232401443,-0.7021886389166284,-1.1255670829693014,-0.6299045143222696,-0.8054516740514267,-0.5369677827009511,-0.5679466932413906,-0.27881019486395536,-0.9603462267536241,-0.47500996162007214,-1.1462196899962611,-0.41305214053919315,-0.7641464599975073,-0.3304417124313545,-0.5163151756739914,-0.020652607026959657,-0.9500199232401443,-0.2478312843235159,-1.1049144759423417,-0.20652607026959657,-0.7125149424301082,-0.1445682491887176,-0.47500996162007214,0.2478312843235159,-0.8983884056727451,0.0,-1.0223040478345031,-0.010326303513479828,-0.7538201564840276,0.04130521405391931,-0.5885993002683503
A,0.0,0.0,-0.4633269866233202,-0.1956269499076241,-0.7722116443722005,-0.5868808497228724,-0.8648770416968645,-0.9472462837632325,-0.9472462837632325,-1.2355386309955207,-0.5559923839479843,-0.9163578179883445,-0.6898424023058324,-1.1016886126376726,-0.6177693154977604,-0.7825077996304964,-0.5456962286896883,-0.5456962286896883,-0.28829234723228814,-0.9575424390215285,-0.4633269866233202,-1.1222809231542645,-0.40155005507354424,-0.7310270233390164,-0.3294769682654722,-0.49421545239820824,-0.02059231051659201,-0.9575424390215285,-0.22651541568251213,-1.0605039916044885,-0.1956269499076241,-0.6692500917892403,-0.13385001835784807,-0.44273467610672823,0.24710772619910412,-0.9060616627300485,0.010296155258296006,-0.9678385942798245,0.0,-0.6795462470475364,0.06177693154977603,-0.5354000734313923
A,0.0,0.0,-0.44,-0.22,-0.74,-0.61,-0.84,-0.95,-0.93,-1.24,-0.52,-0.93,-0.67,-1.1,-0.6,-0.79,-0.51,-0.56,-0.28,-0.96,-0.45,-1.11,-0.39,-0.74,-0.3,-0.52,-0.02,-0.95,-0.22,-1.08,-0.19,-0.7,-0.12,-0.49,0.24,-0.89,0.02,-0.99,0.0,-0.72,0.06,-0.57
A,0.0,0.0,-0.44,-0.22,-0.74,-0.61,-0.84,-0.95,-0.93,-1.24,-0.52,-0.93,-0.67,-1.1,-0.6,-0.79,-0.51,-0.56,-0.28,-0.96,-0.45,-1.11,-0.39,-0.74,-0.3,-0.52,-0.02,-0.95,-0.22,-1.08,-0.19,-0.7,-0.12,-0.49,0.24,-0.89,0.02,-0.99,0.0,-0.72,0.06,-0.57
A,0.0,0.0,-0.4633269866233202,-0.2059231051659201,-0.7619154891139044,-0.6074731602394643,-0.8545808864385684,-0.9575424390215285,-0.9369501285049365,-1.2355386309955207,-0.5559923839479843,-0.9266539732466404,-0.6898424023058324,-1.0913924573793765,-0.6280654707560563,-0.7825077996304964,-0.5559923839479843,-0.5354000734313923,-0.28829234723228814,-0.9575424390215285,-0.4633269866233202,-1.1222809231542645,-0.42214236559013624,-0.7413231785973124,-0.3397731235237682,-0.49421545239820824,-0.02059231051659201,-0.9472462837632325,-0.22651541568251213,-1.0708001468627846,-0.2059231051659201,-0.6898424023058324,-0.1544423288744401,-0.45303083136502426,0.24710772619910412,-0.8854693522134565,0.0,-0.9781347495381205,-0.02059231051659201,-0.7001385575641283,0.030888465774888015,-0.5354000734313923
A,0.0,0.0,-0.4633269866233202,-0.2059231051659201,-0.7619154891139044,-0.6074731602394643,-0.8545808864385684,-0.9575424390215285,-0.9369501285049365,-1.2355386309955207,-0.5559923839479843,-0.9266539732466404,-0.6898424023058324,-1.0913924573793765,-0.6280654707560563,-0.7825077996304964,-0.5559923839479843,-0.5354000734313923,-0.28829234723228814,-0.9575424390215285,-0.4633269866233202,-1.1222809231542645,-0.42214236559013624,-0.7413231785973124,-0.3397731235237682,-0.49421545239820824,-0.02059231051659201,-0.9472462837632325,-0.22651541568251213,-1.0708001468627846,-0.2059231051659201,-0.6898424023058324,-0.1544423288744401,-0.45303083136502426,0.24710772619910412,-0.8854693522134565,0.0,-0.9781347495381205,-0.02059231051659201,-0.7001385575641283,0.030888465774888015,-0.5354000734313923
A,0.0,0.0,-0.4679383110793329,-0.19757395356682947,-0.7798971851322216,-0.6031204898355846,-0.8630862182129919,-0.9670725095639547,-0.9462752512937622,-1.258234125346651,-0.5511273441601032,-0.9254779930235696,-0.6863095229163549,-1.1126533174553028,-0.6239177481057773,-0.7902958142673179,-0.540728715025007,-0.5511273441601032,-0.29116161578269606,-0.9566738804288585,-0.45753968194423666,-1.123051946590399,-0.4055465362687552,-0.7383026685918365,-0.3223575031879849,-0.4991341984846218,-0.020797258270192576,-0.9462752512937622,-0.21837121183702204,-1.081457430050014,-0.19757395356682947,-0.6967081520514513,-0.13518217875625174,-0.4679383110793329,0.23916847010721462,-0.8942821056182807,0.020797258270192576,-0.9878697678341474,0.0,-0.7279040394567401,0.06239177481057773,-0.5719246024302959
A,0.0,0.0,-0.4511456307572841,-0.21531950558870377,-0.7484916146654941,-0.6049452776063582,-0.8510247125648768,-0.9535578104642595,-0.9330511908843829,-1.2509037943724695,-0.522918799286852,-0.9330511908843829,-0.6664651363459878,-1.1073574573133336,-0.6049452776063582,-0.7997581636151854,-0.522918799286852,-0.5639320384466051,-0.2665860545383951,-0.9638111202541978,-0.4408923209673458,-1.117610767103272,-0.3896257720176544,-0.7382383048755558,-0.3178526034880865,-0.5024121797069755,0.0,-0.9535578104642595,-0.20506619579876548,-1.0663442181535805,-0.18455957621888894,-0.6869717559258643,-0.13329302726919756,-0.46139894054722236,0.25633274474845685,-0.8920379517246299,0.0410132391597531,-0.974064430044136,0.010253309789938275,-0.7074783755057409,0.061519858739629646,-0.5536787286566668
A,0.0,0.0,-0.45563926030813,-0.21263165481046067,-0.7593987671802167,-0.5973936968484371,-0.8606519361375788,-0.9619051050949411,-0.9416544713034687,-1.2555392950712916,-0.5366417954740198,-0.9315291544077324,-0.6885215489100631,-1.1137848585309844,-0.6176443306399095,-0.7999000347631615,-0.5366417954740198,-0.5670177461612285,-0.273383556184878,-0.9619051050949411,-0.4657645772038662,-1.134035492322457,-0.4050126758294489,-0.7391481333887442,-0.3341354575592953,-0.5163911616825473,-0.010125316895736222,-0.9416544713034687,-0.22275697170619688,-1.093534224739512,-0.20250633791472444,-0.6986468658057993,-0.15187975343604332,-0.4758898940996024,0.24300760549766934,-0.8910278868247875,0.010125316895736222,-1.002406372677886,-0.010125316895736222,-0.7391481333887442,0.04050126758294489,-0.5771430630569646
A,0.0,0.0,-0.45563926030813,-0.21263165481046067,-0.7593987671802167,-0.5973936968484371,-0.8606519361375788,-0.9619051050949411,-0.9416544713034687,-1.2555392950712916,-0.5366417954740198,-0.9315291544077324,-0.6885215489100631,-1.1137848585309844,-0.6176443306399095,-0.7999000347631615,-0.5366417954740198,-0.5670177461612285,-0.273383556184878,-0.9619051050949411,-0.4657645772038662,-1.134035492322457,-0.4050126758294489,-0.7391481333887442,-0.3341354575592953,-0.5163911616825473,-0.010125316895736222,-0.9416544713034687,-0.22275697170619688,-1.093534224739512,-0.20250633791472444,-0.6986468658057993,-0.15187975343604332,-0.4758898940996024,0.24300760549766934,-0.8910278868247875,0.010125316895736222,-1.002406372677886,-0.010125316895736222,-0.7391481333887442,0.04050126758294489,-0.5771430630569646
A,0.0,0.0,-0.4633269866233202,-0.2059231051659201,-0.7619154891139044,-0.6074731602394643,-0.8545808864385684,-0.9678385942798245,-0.9369501285049365,-1.2561309415121127,-0.5559923839479843,-0.9266539732466404,-0.6898424023058324,-1.1119847678959687,-0.6280654707560563,-0.7928039548887924,-0.5456962286896883,-0.5559923839479843,-0.28829234723228814,-0.9575424390215285,-0.4633269866233202,-1.1222809231542645,-0.3912538998152482,-0.7310270233390164,-0.31918081300717616,-0.49421545239820824,-0.02059231051659201,-0.9472462837632325,-0.21621926042421613,-1.0810963021210807,-0.1853307946493281,-0.6898424023058324,-0.12355386309955206,-0.4633269866233202,0.24710772619910412,-0.8957655074717525,0.010296155258296006,-0.9987270600547126,0.0,-0.7310270233390164,0.06177693154977603,-0.5662885392062803
A,0.0,0.0,-0.4633269866233202,-0.2059231051659201,-0.7619154891139044,-0.6074731602394643,-0.8545808864385684,-0.9678385942798245,-0.9369501285049365,-1.2561309415121127,-0.5559923839479843,-0.9266539732466404,-0.6898424023058324,-1.1119847678959687,-0.6280654707560563,-0.7928039548887924,-0.5456962286896883,-0.5559923839479843,-0.28829234723228814,-0.9575424390215285,-0.4633269866233202,-1.1222809231542645,-0.3912538998152482,-0.7310270233390164,-0.31918081300717616,-0.49421545239820824,-0.02059231051659201,-0.9472462837632325,-0.21621926042421613,-1.0810963021210807,-0.1853307946493281,-0.6898424023058324,-0.12355386309955206,-0.4633269866233202,0.24710772619910412,-0.8957655074717525,0.010296155258296006,-0.9987270600547126,0.0,-0.7310270233390164,0.06177693154977603,-0.5662885392062803
A,0.0,0.0,-0.4619334453176733,-0.2258341288219736,-0.7801542632031816,-0.6159112604235644,-0.8828061399404423,-0.9649276413302509,-0.9649276413302509,-1.262618083868307,-0.5645853220549341,-0.9341320783090726,-0.708297949487099,-1.118905456436142,-0.6159112604235644,-0.7904194508769077,-0.5337897590337558,-0.554320134381208,-0.2976904425380561,-0.9546624536565248,-0.47219863299139936,-1.1291706441098681,-0.4003423192753168,-0.7390935125082773,-0.31822081788550827,-0.5132593836863036,-0.03079556302117822,-0.9443972659827987,-0.23609931649569968,-1.0881098934149638,-0.1950385658007954,-0.708297949487099,-0.13344743975843895,-0.48246382066512544,0.2258341288219736,-0.8930713276141684,0.010265187673726073,-0.9957232043514291,-0.010265187673726073,-0.7390935125082773,0.051325938368630364,-0.5851156974023861
A,0.0,0.0,-0.4323409790891414,-0.22119771023165374,-0.7339742203141237,-0.6032664824499647,-0.8445730754299506,-0.9451174891716114,-0.9149541650491132,-1.2467507303965937,-0.51277651008247,-0.9350630477974453,-0.6736475720691273,-1.1059885511582688,-0.5932120410757986,-0.7943008685591202,-0.5027220687083039,-0.5630487169533004,-0.261415475728318,-0.9652263719199435,-0.4423954204633075,-1.1160429925324347,-0.3720143308441449,-0.7440286616882898,-0.2915787998508163,-0.5027220687083039,0.0,-0.9551719305457775,-0.20108882748332157,-1.0657707856616043,-0.17092550336082335,-0.6937564548174594,-0.11059885511582687,-0.4725587445858057,0.261415475728318,-0.884790840926615,0.040217765496664316,-0.9853352546682758,0.020108882748332158,-0.7239197789399576,0.08043553099332863,-0.5731031583274665
A,0.0,0.0,-0.4323409790891414,-0.22119771023165374,-0.7339742203141237,-0.6032664824499647,-0.8445730754299506,-0.9451174891716114,-0.9149541650491132,-1.2467507303965937,-0.51277651008247,-0.9350630477974453,-0.6736475720691273,-1.1059885511582688,-0.5932120410757986,-0.7943008685591202,-0.5027220687083039,-0.5630487169533004,-0.261415475728318,-0.9652263719199435,-0.4423954204633075,-1.1160429925324347,-0.3720143308441449,-0.7440286616882898,-0.2915787998508163,-0.5027220687083039,0.0,-0.9551719305457775,-0.20108882748332157,-1.0657707856616043,-0.17092550336082335,-0.6937564548174594,-0.11059885511582687,-0.4725587445858057,0.261415475728318,-0.884790840926615,0.040217765496664316,-0.9853352546682758,0.020108882748332158,-0.7239197789399576,0.08043553099332863,-0.5731031583274665
A,0.0,0.0,-0.45753968194423666,-0.18717532443173318,-0.7798971851322216,-0.5823232315653921,-0.8734848473480882,-0.9566738804288585,-0.9462752512937622,-1.258234125346651,-0.5615259732951995,-0.9254779930235696,-0.7071067811865476,-1.1022546883202065,-0.6239177481057773,-0.7902958142673179,-0.5511273441601032,-0.5511273441601032,-0.29116161578269606,-0.9566738804288585,-0.47833694021442924,-1.1334505757254953,-0.4159451654038515,-0.7383026685918365,-0.3223575031879849,-0.4991341984846218,-0.020797258270192576,-0.9462752512937622,-0.22876984097211833,-1.0918560591851103,-0.19757395356682947,-0.6967081520514513,-0.13518217875625174,-0.4679383110793329,0.2495670992423109,-0.8942821056182807,0.010398629135096288,-0.9982683969692436,0.0,-0.7279040394567401,0.05199314567548144,-0.5719246024302959
A,0.0,0.0,-0.34511922967840203,-0.2831747525566376,-0.5221034500263005,-0.59289713816546,-0.59289713816546,-0.8318258356351229,-0.6282939822350396,-1.0796037441221809,-0.12388895424352894,-0.9822624229308365,-0.48670660595672083,-1.0265084780178113,-0.5132542390089057,-0.7610321474959635,-0.4070637068001665,-0.6371431932524345,0.008849211017394925,-0.9999608449656264,-0.469008183921931,-0.9734132119134417,-0.46015897290453606,-0.6725400373220143,-0.34511922967840203,-0.584047927148065,0.09734132119134417,-0.9468655788612569,-0.38051607374798174,-0.8937703127568873,-0.3628176517131919,-0.6105955602002497,-0.23892869746966294,-0.5221034500263005,0.16813500933050357,-0.8583734686873077,-0.2212302754348731,-0.8318258356351229,-0.23892869746966294,-0.6371431932524345,-0.1415873762783188,-0.5486510830784853
A,0.0,0.0,-0.36034573742285114,-0.27025930306713836,-0.5225013192631341,-0.5765531798765618,-0.5945704667477044,-0.8197865526369863,-0.6396136839255607,-1.072028568832982,-0.13512965153356918,-0.9819421344772693,-0.5044840323919916,-1.0269853516551257,-0.5225013192631341,-0.7657346920235587,-0.4234062414718501,-0.6306050404899894,-0.009008643435571279,-0.9999594213484119,-0.4774581020852778,-0.9909507779128406,-0.4774581020852778,-0.6846569011034171,-0.35133709398727986,-0.5855618233121331,0.09008643435571279,-0.9639248476061268,-0.3963803111651363,-0.9188816304282704,-0.3783630242939937,-0.6215963970544183,-0.2522420161959958,-0.5225013192631341,0.162155581840283,-0.873838413250414,-0.2522420161959958,-0.8468124829437002,-0.2612506596315671,-0.6396136839255607,-0.162155581840283,-0.549527249569848
A,0.0,0.0,-0.36260475136133585,-0.256476531450701,-0.5217970812272882,-0.5748611911826056,-0.5925492278343781,-0.8136496859815341,-0.6456133377896955,-1.070126217432235,-0.15919232986595233,-0.9816860341733726,-0.5217970812272882,-1.0082180891510313,-0.5306410995531744,-0.7340535210485579,-0.43335689796842575,-0.6102372644861506,-0.03537607330354496,-0.9993740708251452,-0.4864210079237432,-0.9816860341733726,-0.47757698959785694,-0.663301374441468,-0.36260475136133585,-0.5660171728567194,0.07075214660708992,-0.9551539791957139,-0.38913680633899456,-0.9109338875662827,-0.38029278801310834,-0.6102372644861506,-0.2476325131248147,-0.5217970812272882,0.1503483115400661,-0.8578697776109653,-0.23878849479892847,-0.8401817409591928,-0.256476531450701,-0.6367693194638093,-0.16803634819183857,-0.5571731545308332
A,0.0,0.0,-0.36260475136133585,-0.256476531450701,-0.5217970812272882,-0.5748611911826056,-0.5925492278343781,-0.8136496859815341,-0.6456133377896955,-1.070126217432235,-0.15919232986595233,-0.9816860341733726,-0.5217970812272882,-1.0082180891510313,-0.5306410995531744,-0.7340535210485579,-0.43335689796842575,-0.6102372644861506,-0.03537607330354496,-0.9993740708251452,-0.4864210079237432,-0.9816860341733726,-0.47757698959785694,-0.663301374441468,-0.36260475136133585,-0.5660171728567194,0.07075214660708992,-0.9551539791957139,-0.38913680633899456,-0.9109338875662827,-0.38029278801310834,-0.6102372644861506,-0.2476325131248147,-0.5217970812272882,0.1503483115400661,-0.8578697776109653,-0.23878849479892847,-0.8401817409591928,-0.256476531450701,-0.6367693194638093,-0.16803634819183857,-0.5571731545308332
A,0.0,0.0,-0.3601266067573248,-0.2790981202369267,-0.5311867449670541,-0.5942089011495859,-0.603212066318519,-0.828291195541847,-0.6572310573321177,-1.0803798202719743,-0.16205697304079617,-0.9903481685826432,-0.5311867449670541,-1.0263608292583757,-0.5401899101359872,-0.756265874190382,-0.4411550932777229,-0.6302215618253184,-0.03601266067573248,-0.9993513337515763,-0.4951740842913216,-0.9903481685826432,-0.48617091912238847,-0.6842405528389172,-0.378132937095191,-0.5762025708117197,0.06302215618253183,-0.9633386730758439,-0.4051424326019904,-0.9273260124001114,-0.38713610226412415,-0.6212183966563852,-0.26109178989906046,-0.5221835797981209,0.14405064270292992,-0.8733070213865126,-0.24308545956119423,-0.8553006910486464,-0.25208862473012733,-0.6482278921631847,-0.14405064270292992,-0.5581962404738534
A,0.0,0.0,-0.34507869814744213,-0.26544515242110933,-0.5043457896001078,-0.5751311635790702,-0.5751311635790702,-0.8140318007580686,-0.6370683658106624,-1.0617806096844373,-0.14157074795792499,-0.9821470639581046,-0.5043457896001078,-1.0175397509475859,-0.5131939613474781,-0.7520945985264764,-0.41586407212640464,-0.6193720223159218,-0.017696343494740623,-0.9998434074528452,-0.4689531026106265,-0.9732988922107342,-0.46010493086325616,-0.6724610528001437,-0.34507869814744213,-0.5662829918316999,0.0884817174737031,-0.9467543769686233,-0.37162321338955306,-0.9025135182317717,-0.34507869814744213,-0.6105238505685515,-0.23005246543162808,-0.5043457896001078,0.16811526320003592,-0.8494244877475499,-0.22120429368425779,-0.8317281442528093,-0.23005246543162808,-0.6282201940632921,-0.13272257621055467,-0.539738476589589
